id,cp_code,name,address,address_postal,zone,longitude,latitude,x_coord,y_coord,rates,start_time,end_time,data_provider_id,remarks,capacity_car,capacity_mcycle,capacity_heavy,is_active,height_limit,height_advisory,special_advisory_info,carpark_operator_id,payment_types,carpark_types,location_point,version,created_at,updated_at,rate_id_car,rate_id_mcycle,rate_id_heavy,grace_period
30623,NULL,Kensington Square,2 Jalan Lokam,NULL,NULL,103.8826959,1.3456077,33495.09,36416.74,NULL,0,2359,1,NULL,0,0,0,TRUE,NULL,NULL,NULL,1,NULL,NULL,0101000020E61000000DB4F1167EF85940B6EE8BF09B87F53F,20221208,58:13.6,58:13.6,30623,NULL,NULL,0
30622,NULL,Kembangan Plaza,18 Jalan Masjid,NULL,NULL,103.9126471,1.3203751,36828.66,33626.67,NULL,0,2359,2,NULL,0,0,0,TRUE,2.1,NULL,NULL,2,NULL,NULL,0101000020E610000083D261CF68FA5940613E0FA44120F53F,20221208,58:13.5,58:13.5,30622,NULL,NULL,0
30621,NULL,Katong Point,451 Joo Chiat Road,NULL,NULL,103.9045531,1.3069167,35927.8,32138.52,NULL,0,2359,3,NULL,0,0,0,TRUE,2,NULL,NULL,3,NULL,NULL,0101000020E6100000B57FAF32E4F95940368A517C21E9F43F,20221208,58:13.5,58:13.5,30621,NULL,NULL,0
30620,NULL,Joo Seng Warehouse,1 Upper Aljunied Link,NULL,NULL,103.8815429,1.3349956,33366.76,35243.32,NULL,800,1800,4,NULL,0,0,0,TRUE,NULL,NULL,NULL,4,NULL,NULL,0101000020E61000005861E9326BF85940C4DCA458245CF53F,20221208,58:13.5,58:13.5,30620,NULL,NULL,0
30619,NULL,Enterprise Industrial Building,46 Geylang Lorong 17,NULL,NULL,103.8786807,1.3148358,33048.2,33014.17,NULL,0,2359,1,NULL,0,0,0,TRUE,NULL,NULL,NULL,5,NULL,NULL,0101000020E61000001788F94D3CF859408CC289439109F53F,20221208,58:13.5,58:13.5,30619,NULL,NULL,0
30618,NULL,Fairprice Hub,1 Joo Koon Circle,NULL,NULL,103.6783923,1.3253918,10756.1,34181.39,NULL,700,2359,2,NULL,0,0,0,TRUE,2.3,NULL,NULL,6,NULL,NULL,0101000020E6100000ED9689C76AEB5940672F3608CE34F53F,20221208,58:13.5,58:13.5,30618,NULL,NULL,0
30617,NULL,Elias Mall,625 Elias Road,NULL,NULL,103.9419891,1.3785703,40094.43,40061.55,NULL,0,2359,3,NULL,0,0,0,TRUE,NULL,NULL,NULL,7,NULL,NULL,0101000020E6100000106CA68C49FC594061CA1BBB9F0EF63F,20221208,58:13.5,58:13.5,30617,NULL,NULL,0
30616,NULL,Eastgate,46 East Coast Road,NULL,NULL,103.9033472,1.3043615,35793.58,31855.98,NULL,0,2359,4,NULL,0,0,0,TRUE,2.2,NULL,NULL,8,NULL,NULL,0101000020E6100000B93BC670D0F9594085950A2AAADEF43F,20221208,58:13.5,58:13.5,30616,NULL,NULL,0
30615,NULL,Shun Li Industrial Park,61 Kaki Bukit Avenue 1,NULL,NULL,103.9106638,1.3366891,36607.92,35430.57,NULL,0,2359,1,NULL,0,0,0,TRUE,NULL,NULL,NULL,9,NULL,NULL,0101000020E6100000ABA9D15048FA5940FCB6161C1463F53F,20221208,58:13.5,58:13.5,30615,NULL,NULL,0
30614,NULL,Gordon Warehouse Building,9 Kaki Bukit Road 2,NULL,NULL,103.8973348,1.3379113,35124.4,35565.72,NULL,0,2359,2,NULL,0,0,0,TRUE,NULL,NULL,NULL,10,NULL,NULL,0101000020E610000003E4F0EE6DF95940782EE7AD1568F53F,20221208,58:13.5,58:13.5,30614,NULL,NULL,0
30613,NULL,Techview,1 Kaki Buki View,NULL,NULL,103.9095647,1.3364066,36485.59,35399.34,NULL,800,2200,3,NULL,0,0,0,TRUE,NULL,NULL,NULL,11,NULL,NULL,0101000020E61000002606DC4E36FA59406F8912E3EB61F53F,20221208,58:13.5,58:13.5,30613,NULL,NULL,0
30612,NULL,Crocodile House,3 Ubi Avenue 3,NULL,NULL,103.8904536,1.3310495,34358.53,34806.98,NULL,0,2359,4,NULL,0,0,0,TRUE,NULL,NULL,NULL,12,NULL,NULL,0101000020E6100000C0A61831FDF85940E5B67D8FFA4BF53F,20221208,58:13.4,58:13.4,30612,NULL,NULL,0
30611,NULL,Singapore University of Technology and Design,8 Somapah Road,NULL,NULL,103.9628601,1.3401716,42417.37,35815.65,NULL,0,2359,1,NULL,0,0,0,TRUE,NULL,NULL,NULL,13,NULL,NULL,0101000020E6100000E407F87F9FFD5940A97290C65771F53F,20221208,58:13.4,58:13.4,30611,NULL,NULL,0
30610,NULL,Greenwich V,1 Seletar Road,NULL,NULL,103.8694236,1.3876033,32017.89,41060.36,NULL,0,2359,2,NULL,0,0,0,TRUE,4.2,NULL,NULL,14,NULL,NULL,0101000020E6100000B817E2A2A4F75940972595849F33F63F,20221208,58:13.4,58:13.4,30610,NULL,NULL,0
30609,NULL,Fairfield Methodist Church,1 Tanjong Pagar Road,NULL,NULL,103.8442819,1.2799352,29219.61,29155.07,NULL,800,2100,3,NULL,0,0,0,TRUE,2.1,NULL,NULL,15,NULL,NULL,0101000020E6100000B446F3B608F65940CDFC0F559D7AF43F,20221208,58:13.4,58:13.4,30609,NULL,NULL,0
30608,NULL,Kallang Basin 4,28 Kallang Place,NULL,NULL,103.866848,1.3152413,31731.22,33059.01,NULL,0,2359,4,NULL,0,0,0,TRUE,NULL,NULL,NULL,16,NULL,NULL,0101000020E610000098A608707AF759408F931D763A0BF53F,20221208,58:13.4,58:13.4,30608,NULL,NULL,0
30607,NULL,Valley Point (Multi Storey Carpark),491 River Valley Road,NULL,NULL,103.827522,1.293042,27354.24,30604.34,NULL,0,2359,1,NULL,0,0,0,TRUE,2.1,NULL,NULL,1,EPS,NULL,0101000020E61000001DAED51EF6F45940C1ABE5CE4CB0F43F,20221208,58:13.4,58:13.4,30607,NULL,NULL,0
30606,NULL,Sin Ming Plaza,6 Sin Ming Road,NULL,NULL,103.8357529,1.3524359,28270.34,37171.76,NULL,0,2359,2,NULL,0,0,0,TRUE,NULL,NULL,NULL,2,NULL,NULL,0101000020E61000006142BBF97CF5594031FB86D393A3F53F,20221208,58:13.4,58:13.4,30606,NULL,NULL,0
30605,NULL,Siglap Centre,55 Siglap Road,NULL,NULL,103.9231681,1.3126057,37999.65,32767.58,NULL,0,2359,3,NULL,,0,0,TRUE,2,NULL,NULL,3,NULL,NULL,0101000020E6100000788DA72F15FB5940E5B0A0D56E00F53F,20221208,58:13.4,58:13.4,30605,NULL,NULL,0
30604,NULL,Automobile Megamart,61 Ubi Avenue 2,NULL,NULL,103.9010565,1.3322333,35538.63,34937.88,NULL,800,2359,4,NULL,0,0,0,TRUE,NULL,NULL,NULL,4,NULL,NULL,0101000020E610000049D6E1E8AAF95940464662DDD350F53F,20221208,58:13.4,58:13.4,30604,NULL,NULL,0
